canonical_smiles,standard_value,mol
CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@]1(C)CCC/C=C\C[C@@H](C)C[C@@](C)(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(C)C)NC1=O,1800.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8498510>
CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@]1(C)C[C@@H](C)C/C=C\CCC[C@@](C)(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(C)C)NC1=O,89.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8498580>
CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@]1(C)C[C@H](C)C/C=C\CCC[C@@](C)(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(C)C)NC1=O,96.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C84985F0>
CC(=O)Nc1ccc(/N=C/c2nc(-c3ccc(C)cc3)oc2O)cc1,8195.18,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8498660>
CC(=O)Nc1ccc2c(c1)C(C)=C(c1ccc(F)cc1)[C@H](c1ccc(OCCN3CC(CF)C3)cc1)O2,100.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C84986D0>
CC(=O)Nc1ccc2nc(C)cc(O)c2c1,20985.72,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8498740>
CC(=O)Nc1nc(C=C(Cl)Cl)cs1,50000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C84987B0>
CC(=O)OC1CC(C)(C)N(OC(=O)c2ccc(N)cc2)C(C)(C)C1,26347.17,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8498820>
CC(=O)O[C@H]1CC[C@@]2(C)C(=C([N+](=O)[O-])C[C@@H]3[C@@H]2CC[C@]2(C)/C(=C/c4ccccn4)CC[C@@H]32)C1,100000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8498890>
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)/C(=C/c4ccccn4)CC[C@@H]32)C1,100000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8498900>
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)/C(=C/c4ccccn4)[C@@H](O)C[C@@H]32)C1,100000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8498970>
CC(=O)Oc1cc2c(c(OC(C)=O)c1)C(=O)OCCCCCCCCCC2,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C84989E0>
CC(=O)Oc1cc2c(c(OC(C)=O)c1)C(=O)O[C@H](C)CCCCCCC2,8360.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8498A50>
CC(=O)Oc1ccc(/C(=C(/C)c2ccccc2)c2ccc(OCCN3CCCC3)cc2)cc1,7.7,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8498AC0>
CC(=O)Oc1ccc(/C(=C(/C)c2ccccc2)c2ccc(OCCN3CCCCC3)cc2)cc1,12.4,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8498B30>
CC(=O)Oc1ccc(/C(=C(\C)c2ccccc2)c2ccc(OCCN(C)C)cc2)cc1,22.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8498BA0>
CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,27.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8498C10>
CC(=O)Oc1ccc2c(Oc3ccc(/C=C/C(=O)O)cc3)c(-c3ccccc3C(C)C)sc2c1,11.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8498C80>
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,20000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8498CF0>
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8498D60>
CC(=O)c1c(C)[nH]c(C(=O)COc2ccc(C#N)cc2)c1C,34038.51,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8498DD0>
CC(=O)c1c(COC(=O)c2ccco2)nc2ccccc2[n+]1[O-],29237.26,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8498E40>
CC(=O)c1cc(-c2ccc(O)c(F)c2)nc2ccc(O)cc12,3370.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8498EB0>
CC(=O)c1cc(-c2ccc(O)cc2)nc2ccc(O)cc12,3138.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8498F20>
CC(=O)c1cc(O)cc2cc(-c3ccc(O)cc3)oc12,103.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8498F90>
CC(=O)c1ccc(NCC(=O)N2CCN(c3ccccc3)CC2)cc1,5018.36,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8499000>
CC(=O)c1cccc(NC(=O)CN2C(=O)NC3(CCCCCCC3)C2=O)c1,48193.15,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8499070>
CC(=O)c1cccc(NC(=O)Cc2cccs2)c1,18544.2,<rdkit.Chem.rdchem.Mol object at 0x000001F2C84990E0>
CC(=O)c1ccccc1-c1sc2cc(O)ccc2c1Oc1ccc(/C=C/C(=O)O)cc1,112.5,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8499150>
CC(C)(C#N)c1cc(CSc2ccc(OS(N)(=O)=O)cc2)cc(Cn2cncn2)c1,3.5,<rdkit.Chem.rdchem.Mol object at 0x000001F2C84991C0>
CC(C)(C)C(=O)Oc1ccc2c(c1)O[C@@H](c1ccc(OCCN3CCCCC3)cc1)C1=C2COc2cc(OC(=O)C(C)(C)C)ccc21,1000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8499230>
CC(C)(C)C(=O)Oc1ccc2c(c1)O[C@H](c1ccc(OCCN3CCCCC3)cc1)C1=C2COc2cc(OC(=O)C(C)(C)C)ccc21,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C84992A0>
CC(C)(C)Cc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,216.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8499310>
CC(C)(C)OC(=O)C1=C(N)Oc2cc(O)ccc2C1c1ccc(OCCN2CCCC2)cc1,10.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8499380>
CC(C)(C)OC(=O)C1=C(N)Oc2cc(O)ccc2C1c1ccc(OCCN2CCCCC2)cc1,90.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C84993F0>
CC(C)(C)OC(=O)N1CC=C(C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c3ccc(O)cc3CCC2)CC1,475.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8499460>
CC(C)(C)OC(=O)N1CCN(c2ccc(/C(=C(/CCCO)c3ccccc3)c3ccc(Br)cc3)cc2)CC1,8800.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C84994D0>
CC(C)(C)OC(=O)N1CCOc2ccc(C3=C(c4ccc(O[C@H]5CCN(CCCF)C5)cc4)c4ccc(O)cc4CCC3)cc21,885.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8499540>
CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCCOc1ccc(C(=C2C3CC4CC(C3)CC2C4)c2ccc(O)cc2)cc1,0.5,<rdkit.Chem.rdchem.Mol object at 0x000001F2C84995B0>
CC(C)(C)OC(=O)[C@@H](CCC(=O)N1CCN(c2ccc(C#N)cc2)CC1)n1c(=S)[nH]c2ccccc2c1=O,80.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8499620>
CC(C)(C)[C@H]1Sc2cc(O)ccc2O[C@H]1c1ccc(OCCN2CCCCC2)cc1,11.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8499690>
CC(C)(C)c1cc(-c2nc3ccc(O)cc3o2)ccc1O,5000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8499700>
CC(C)(C)c1cc(C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c3ccc(O)cc3CCC2)cc(F)n1,1495.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8499770>
CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,250000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C84997E0>
CC(C)(C)c1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(/C=C/C(=O)O)cc2)cc1,442.5,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8499850>
CC(C)(C)c1ccc(C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c3ccc(O)c(F)c3CCC2)cc1,323.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C84998C0>
CC(C)(C)c1ccc(C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c3ccc(O)cc3CCC2)cc1,498.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8499930>
CC(C)(C)c1ccc(N2CCc3cc(O)ccc3C2(C)c2ccc(/C=C/C(=O)O)cc2)cc1,302.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C84999A0>
CC(C)(C)c1ccccc1-c1sc2cc(O)ccc2c1Oc1ccc(/C=C/C(=O)O)cc1,18.5,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8499A10>
CC(C)(COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1,0.7,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8499A80>
CC(C)(F)CN1C(c2c(F)cc(/C=C/C(=O)O)cc2F)c2[nH]c3ccccc3c2CC1(C)C,870.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8499AF0>
CC(C)(F)CN1C(c2c(F)cc(OCCN3CC(CF)C3)cc2F)c2ccc3[nH]ncc3c2CC1(C)C,1.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8499B60>
CC(C)(F)CN1C(c2ccc(/C=C/C(=O)O)cc2)c2[nH]c3ccccc3c2CC1(C)C,2600.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8499BD0>
CC(C)(F)CN1C2CCCC2c2c([nH]c3ccccc23)[C@H]1c1c(F)cc(/C=C/C(=O)O)cc1F,8.6,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8499C40>
CC(C)(F)CN1CCc2cc(O)ccc2C1c1ccc(C(=O)NO)cc1,96.3,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8499CB0>
CC(C)(F)CN1CCc2cc(O)ccc2C1c1ccc(OC2CN(CC(=O)NO)C2)cc1,78.2,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8499D20>
CC(C)(F)CN1CCc2cc(O)ccc2C1c1ccc(OCCCCCC(=O)NO)cc1,102.4,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8499D90>
CC(C)(F)CN1CCc2cc(O)ccc2C1c1ccc(OCCCCCCC(=O)NO)cc1,90.8,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8499E00>
CC(C)(F)CN1CCc2cc(O)ccc2C1c1ccc(OCCCOc2ccc(C(=O)NO)cc2)cc1,132.4,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8499E70>
CC(C)(F)CN1[C@@H]2C=CC[C@@]1(c1c(F)cc(/C=C/C(=O)O)cc1F)c1[nH]c3ccccc3c1C2,1.108,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8499EE0>
CC(C)(F)CN1[C@@H]2CCC[C@@]1(c1c(F)cc(/C=C/C(=O)O)cc1F)c1[nH]c3ccccc3c1C2,8.32215,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8499F50>
CC(C)(F)CN1[C@@H]2CCC[C@@]1(c1c(F)cc(OCCN3CC(CF)C3)cc1F)c1[nH]c3ccccc3c1C2,1.995,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8499FC0>
CC(C)(F)CN1[C@H](C(F)F)Cc2c(ccc3[nH]ncc23)[C@@]1(C)c1c(F)cc(OCCN2CC(CF)C2)cc1F,0.5,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849A030>
CC(C)(F)CN1[C@H](CF)Cc2c([nH]c3ccccc23)[C@H]1c1c(F)cc(/C=C/C(=O)O)cc1F,20.6,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849A0A0>
CC(C)(F)CN1[C@H](c2c(F)cc(/C=C/C(=O)O)cc2F)c2[nH]c3ccccc3c2CC12CC2,720.6,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849A110>
CC(C)(F)CN1[C@H](c2c(F)cc(OCCN3CC(CF)C3)cc2F)c2ccc3[nH]ncc3c2C[C@H]1C(F)F,0.52,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849A180>
CC(C)(F)CN1[C@H](c2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2CC1(C)C,4.35,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849A1F0>
CC(C)(F)c1cc(F)ccc1-c1sc2c(ccc3[nH]ncc32)c1Oc1ccc(NC2CN(CCCF)C2)cc1,1.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849A260>
CC(C)(F)c1cc(F)ccc1-c1sc2c(ccc3[nH]ncc32)c1Oc1ccc(OC2CN(CCCF)C2)c(F)c1,1.2,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849A2D0>
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,904.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849A340>
CC(C)(c1ccc(O)cc1)c1cccc(C(C)(C)c2ccc(O)cc2)c1,2100.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849A3B0>
CC(C)(c1ccccc1)c1ccc(O)cc1,82000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849A420>
CC(C)=CCC[C@](C)(O)C1CC[C@]2(C)C1[C@H](O)CC1[C@@]3(C)CC[C@H](O)C(C)(C)C3CC[C@]12C,26300.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849A490>
CC(C)=CCc1c(O)cc(O)c2c1OC(c1ccc(O)cc1)CC2=O,57.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849A500>
CC(C)=CCc1c([C@H]2CCc3ccc(O)cc3O2)cc(O)c(O)c1CC=C(C)C,151100.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849A570>
CC(C)=CCc1c([C@H]2CCc3ccc(O)cc3O2)ccc(O)c1O,57200.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849A5E0>
CC(C)=CCc1c2c(c3occ(-c4ccc(O)c(O)c4)c(=O)c3c1O)CC(C(C)(C)O)O2,13000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849A650>
CC(C)C1c2ccc(O)cc2CCN1c1ccccc1,42.7,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849A6C0>
CC(C)CC(=O)Nc1ccc(C(=O)COc2ccc(-c3nnco3)cc2)cc1,22258.06,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849A730>
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@H]1Cc2cc(O)ccc2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,193.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849A7A0>
CC(C)CCc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,140.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849A810>
CC(C)CN(C(=O)COC(=O)c1cc2c(s1)CCC2)C1CCS(=O)(=O)C1,2947.59,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849A880>
CC(C)CN1C(c2c(F)cc(OCCN3CC(CF)C3)cc2F)c2ccc3[nH]ncc3c2CC1(C)C,1.9,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849A8F0>
CC(C)CN1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(O)c3)cc2)CC1,75.25,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849A960>
CC(C)CN1CCc2c(ccc3[nH]ccc23)C1c1ccc(/C=C/C(=O)O)cc1,189.66500000000002,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849A9D0>
CC(C)CN1CCc2c(ccc3[nH]ncc23)[C@H]1c1ccc(/C=C/C(=O)O)cc1,15.715,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849AA40>
CC(C)CN1CCc2cc(O)ccc2[C@@H]1c1ccc(/C=C/C(=O)O)cc1,571.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849AAB0>
CC(C)CN1CCc2cc(O)ccc2[C@@]1(C)c1ccc(/C=C/C(=O)O)cc1,27.5,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849AB20>
CC(C)CN1CCc2cc(O)ccc2[C@H]1c1ccc(/C=C/C(=O)O)cc1,14.760000000000002,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849AB90>
CC(C)CN1CCc2cc(O)ccc2[C@]1(C)c1ccc(/C=C/C(=O)O)cc1,3195.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849AC00>
CC(C)CN1CCc2cccc3[nH]cc(c23)C1c1ccc(/C=C/C(=O)O)cc1,24905.36,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849AC70>
CC(C)CN1[C@@H](c2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2CC1(C)C,960.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849ACE0>
CC(C)CN1[C@H](C)Cc2cc(O)ccc2[C@@]1(C)c1ccc(/C=C/C(=O)O)cc1,8.75,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849AD50>
CC(C)CN1[C@H](c2c(F)cc(/C=C/C(=O)O)cc2F)c2[nH]c3ccccc3c2C[C@H]1C,0.5624,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849ADC0>
CC(C)CN1[C@H](c2c(F)cc(/C=C/C(=O)O)cc2F)c2ccc(O)cc2CC1(C)C,1.7000000000000002,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849AE30>
CC(C)CN1[C@H](c2c(F)cc(/C=C/C(=O)O)cc2F)c2ccc3[nH]ncc3c2C[C@H]1C,1.02665,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849AEA0>
CC(C)CN1[C@H](c2c(F)cc(OCCN3CC(CF)C3)cc2F)c2ccc3[nH]nc(F)c3c2C[C@H]1C,2.5,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849AF10>
CC(C)CN1[C@H](c2c(F)cc(OCCN3CC(CF)C3)cc2F)c2ccc3[nH]ncc3c2C[C@H]1C,0.7943,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849AF80>
CC(C)CN1[C@H](c2ccc(/C=C/C(=O)O)cc2)c2[nH]c3ccccc3c2C[C@H]1C,4.273,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849AFF0>
CC(C)CN1[C@H](c2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2CC1(C)C,23.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849B060>
CC(C)CN1[C@H](c2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2C[C@H]1C,10.15,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849B0D0>
CC(C)CN1[C@H](c2ccc(/C=C/C(=O)O)cc2)c2ccc3[nH]ncc3c2CC1(C)C,10.7675,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849B140>
CC(C)CN1[C@H](c2ccc(/C=C/C(=O)O)cc2)c2ccc3[nH]ncc3c2C[C@H]1C,5.3155,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849B1B0>
CC(C)CN1[C@H](c2ccc(/C=C/C(=O)O)cc2)c2ccccc2C[C@H]1C,156.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849B220>
CC(C)CN1[C@H](c2ccc(NC3CN(CCCF)C3)cn2)c2ccc3[nH]ncc3c2C[C@H]1C,8.9,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849B290>
CC(C)CN1[C@H](c2ccc(OCCN3CC(CF)C3)cc2)c2ccc3[nH]ncc3c2C[C@H]1C,1.9,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849B300>
CC(C)CN1[C@H](c2ccc(OCCN3CC(CF)C3)cn2)c2ccc3[nH]ncc3c2C[C@H]1C,9.4,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849B370>
CC(C)CN1[C@H](c2ccc(OCCNCCC(F)F)cc2)c2[nH]c3ccccc3c2C[C@H]1C,3.7699999999999996,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849B3E0>
CC(C)CN1[C@H](c2ccc(OCCNCCCF)cc2)c2[nH]c3ccccc3c2C[C@H]1C,2.3649999999999998,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849B450>
CC(C)CNC(=O)c1c(N)n(/N=C/c2ccccn2)c2nc3ccccc3nc12,15907.07,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849B4C0>
CC(C)C[C@H]1Sc2cc(O)ccc2O[C@H]1c1ccc(OCCN2CCCCC2)cc1,3.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849B530>
CC(C)Cc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,80.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849B5A0>
CC(C)Cc1ccc(N2CCc3cc(O)ccc3C2(C)c2ccc(/C=C/C(=O)O)cc2)c(F)c1,3.7,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849B610>
CC(C)Cc1ccc(N2CCc3cc(O)ccc3C2(C)c2ccc(/C=C/C(=O)O)cc2)cc1,5.9,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849B680>
CC(C)N(CCOc1ccc([C@@H]2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1)C(C)C,5.6,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849B6F0>
CC(C)N(CCOc1ccc([C@H]2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1)C(C)C,5.4,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849B760>
CC(C)N1CC=C(c2ccc(/C(=C(/CCCO)c3ccccc3)c3ccc(O)cc3)cc2)CC1.Cl,1381.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849B7D0>
CC(C)N1CC=C(c2ccc(/C(=C(/CCCO)c3ccccc3)c3cccc(O)c3)cc2)CC1.Cl,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849B840>
CC(C)N1CCC(c2ccc(/C(=C(/CCCO)c3ccc(F)cc3)c3ccc(O)cc3)cc2)CC1.Cl,2494.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849B8B0>
CC(C)N1CCC(c2ccc(/C(=C(/CCCO)c3ccc(F)cc3F)c3ccc(O)cc3)cc2)CC1.Cl,1372.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849B920>
CC(C)N1CCC(c2ccc(/C(=C(/CCCO)c3ccccc3)c3ccc(O)cc3)cc2)C1.Cl,4863.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849B990>
CC(C)N1CCC(c2ccc(/C(=C(/CCCO)c3ccccc3)c3ccc(O)cc3)cc2)CC1,2876.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849BA00>
CC(C)N1CCC(c2ccc(/C(=C(/CCCO)c3ccccc3)c3ccc(O)cc3)cc2)CC1.Cl,4371.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849BA70>
CC(C)N1CCC(c2ccc(/C(=C(/CCCO)c3ccccc3)c3cccc(O)c3)cc2)CC1,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849BAE0>
CC(C)N1CCC(c2ccc(/C(=C(/CCCO)c3ccccc3)c3cccc(O)c3)cc2)CC1.Cl,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849BB50>
CC(C)N1CCN(c2ccc(/C(=C(/CCCO)c3ccccc3)c3ccc(Br)cc3)cc2)CC1,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849BBC0>
CC(C)N1CCN(c2ccc(/C(=C(/CCCO)c3ccccc3)c3ccc(Br)cc3)cc2)CC1.Cl.Cl,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849BC30>
CC(C)N1CCN(c2ccc(/C(=C(/CCCO)c3ccccc3)c3ccc(NCS(C)(=O)=O)cc3)cc2)CC1,413.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849BCA0>
CC(C)N1CCN(c2ccc(/C(=C(/CCCO)c3ccccc3)c3ccc(NS(C)(=O)=O)cc3)cc2)CC1,413.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849BD10>
CC(C)N1CCN(c2ccc(/C(=C(/CCCO)c3ccccc3)c3ccc(O)cc3)cc2)CC1,1240.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849BD80>
CC(C)N1CCN(c2ccc(/C(=C(/CCCO)c3ccccc3)c3ccc(O)cc3)cc2)CC1.Cl.Cl,1240.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849BDF0>
CC(C)N1CCN(c2ccc(/C(=C(/CCCO)c3ccccc3)c3cccc(Br)c3)cc2)CC1.Cl.Cl,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849BE60>
CC(C)N1CCN(c2ccc(/C(=C(/CCCO)c3ccccc3)c3cccc(O)c3)cc2)CC1,1943.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849BED0>
CC(C)N1CCN(c2ccc(/C(=C(/CCCO)c3ccccc3)c3cccc(O)c3)cc2)CC1.Cl.Cl,1943.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C849BF40>
CC(C)N1CCN(c2ccc(C(=O)c3c(-c4ccc(O)cc4)sc4cc(O)ccc34)cc2)CC1,0.28,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8488040>
CC(C)N1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(O)c3)cc2)CC1,50.5,<rdkit.Chem.rdchem.Mol object at 0x000001F2C84880B0>
CC(C)NC(=O)CSc1nc2ccc(NC(=O)CSc3cccc(Cl)c3)cc2s1,6300.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8488120>
CC(C)OC(=O)/C=C/c1ccc(Oc2c(-c3ccccc3C(C)C)sc3cc(O)ccc23)cc1,320.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8488190>
CC(C)Oc1cc(F)ccc1-c1sc2cc(O)ccc2c1Oc1ccc(/C=C/C(=O)O)cc1,223.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8488200>
